PackNum,ShipDtl_LotNum,PartNum,ShipDtl_LineDesc,Part_RefCategory,OrderQty,ShipQty,UnitPrice,Ship$,ShipDate,OnTime,Customer,PartLot_MfgLot,CumulativeMonthlyShipments
"101098","38357-1","SN07433T","Stiktite Coated Shell Size 64mm","ACETABSH","86","9",73.45,661.05,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-38357-1",
"101099","38358","SN07433T","Stiktite Coated Shell Size 64mm","ACETABSH","86","10",73.45,734.5,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-38358",
"101103","39589","SN07434T","Stiktite Coated Shell Size 66mm","ACETABSH","36","36",74.23,2672.28,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-39589",
"101092","35190","SN07969T","Stiktite Shell Size 78mm","ACETABSH","17","17",143.91,2446.47,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-35190",
"101091","38621","SN07967T","Stiktite Shell Size 74mm","ACETABSH","12","12",140.76,1689.12,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-38621",
"101108","34123","SN07966T","Stiktite Shell Size 72mm","ACETABSH","83","12",124.93,1499.16,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-34123",
"101109","36102","SN07966T","Stiktite Shell Size 72mm","ACETABSH","83","24",124.93,2998.32,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-36102",
"101109","36101","SN07966T","Stiktite Shell Size 72mm","ACETABSH","83","24",124.93,2998.32,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-36101",
"101110","41018","SN07965T","Stiktite Shell Size 70mm","ACETABSH","19","19",122.51,2327.69,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41018",
"101104","39816","SN07435T","Stiktite Coated Shell Size 68mm","ACETABSH","27","27",75.94,2050.38,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-39816",
"101100","38363-1","SN07433T","Stiktite Coated Shell Size 64mm","ACETABSH","86","1",73.45,73.45,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-38363-1",
"101098","28809","SN07433T","Stiktite Coated Shell Size 64mm","ACETABSH","86","8",73.45,587.6,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-28809",
"101102","41117","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","36","36",63.21,2275.56,2025-01-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41117",
"101067","41369","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","1",60.58,60.58,2025-01-20 00:00:00.000,1,"SMITH & NEPHEW, INC","41369",
"101066","41369","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","7",60.58,424.06,2025-01-20 00:00:00.000,1,"SMITH & NEPHEW, INC","41369",
"101066","200424","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","41",60.58,2483.78,2025-01-20 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"101067","200438","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","47",60.58,2847.26,2025-01-20 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"101072","200456","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","47",60.58,2847.26,2025-01-20 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"101072","41369","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","1",60.58,60.58,2025-01-20 00:00:00.000,1,"SMITH & NEPHEW, INC","41369",
"101056","41369","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","2",60.58,121.16,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","41369",
"101059","200440","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","44",60.58,2665.52,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"101059","41369","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","4",60.58,242.32,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","41369",
"101060","200442","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","46",60.58,2786.68,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"101056","200433","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","46",60.58,2786.68,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"101060","41369","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","2",60.58,121.16,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","41369",
"101053","200428","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","47",60.58,2847.26,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"101053","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","1",60.58,60.58,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41170",
"101052","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","2",60.58,121.16,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41170",
"101052","200417","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","1296","46",60.58,2786.68,2025-01-17 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"100967","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","192","2",60.71,121.42,2025-01-13 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100965","200334","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","192","47",60.71,2853.37,2025-01-13 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100965","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","192","1",60.71,60.71,2025-01-13 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100966","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","192","4",60.71,242.84,2025-01-13 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100966","200348","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","192","44",60.71,2671.24,2025-01-13 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100967","200339","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","192","46",60.71,2792.66,2025-01-13 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100952","41514","SN07432T","Stiktite Coated Shell Size 62mm","ACETABSH","96","4",70.48,281.92,2025-01-10 00:00:00.000,0,"SMITH & NEPHEW, INC","41514",
"100952","200359","SN07432T","Stiktite Coated Shell Size 62mm","ACETABSH","96","44",70.48,3101.12,2025-01-10 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"100941","200357","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","1248","45",60.71,2731.95,2025-01-08 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"100941","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","1248","3",60.71,182.13,2025-01-08 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100913","200345","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","1248","45",60.71,2731.95,2025-01-07 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"100913","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","1248","3",60.71,182.13,2025-01-07 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100899","200290","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","96","47",63.21,2970.87,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100898","200295","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","96","43",63.21,2718.03,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100898","200293","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","96","5",63.21,316.05,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100896","200180","SN07423T","Stiktite Coated Shell Size 44mm","ACETABSH","36","36",64.4,2318.4,2025-01-06 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"100899","200293","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","96","1",63.21,63.21,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100894","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","2",60.58,121.16,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100893","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","1",60.58,60.58,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100893","200311","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","47",60.58,2847.26,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100895","200329","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","43",60.58,2604.94,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100895","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","5",60.58,302.9,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100894","200327","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","46",60.58,2786.68,2025-01-06 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100858","200340","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","1248","47",60.71,2853.37,2025-01-03 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"100858","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","1248","1",60.71,60.71,2025-01-03 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100853","200322","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","47",60.58,2847.26,2025-01-02 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100853","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","1",60.58,60.58,2025-01-02 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100843","41497","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","48","6",66.51,399.06,2025-01-02 00:00:00.000,0,"SMITH & NEPHEW, INC","41497",
"100852","200317","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","47",60.58,2847.26,2025-01-02 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100852","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","1",60.58,60.58,2025-01-02 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100843","41520","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","48","42",66.51,2793.42,2025-01-02 00:00:00.000,0,"SMITH & NEPHEW, INC","41520",
"100701","200233","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","48","45",66.51,2992.95,2024-12-27 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100701","41215","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","48","3",66.51,199.53,2024-12-27 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41215",
"100703","41215","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","288","3",66.51,199.53,2024-12-27 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41215",
"100703","200240","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","288","45",66.51,2992.95,2024-12-27 00:00:00.000,0,"SMITH & NEPHEW, INC","",
"100705","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","48","3",60.71,182.13,2024-12-27 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100705","200232","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","48","45",60.71,2731.95,2024-12-27 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100579","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","1",62.85,62.85,2024-12-18 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100579","200199","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","47",62.85,2953.95,2024-12-18 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100572","200204","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","46",60.58,2786.68,2024-12-18 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100572","41369","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","2",60.58,121.16,2024-12-18 00:00:00.000,1,"SMITH & NEPHEW, INC","41369",
"100537","200250","SN07433T","Stiktite Coated Shell Size 64mm","ACETABSH","24","24",73.45,1762.8,2024-12-17 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100538","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","2",62.85,125.7,2024-12-17 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100538","200194","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","46",62.85,2891.1,2024-12-17 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100530","41258","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","48","1",63.21,63.21,2024-12-17 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41258",
"100530","200097","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","48","47",63.21,2970.87,2024-12-17 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000235",
"100522","41245","SN07429T","Stiktite Coated Shell Size 56mm","ACETABSH","96","2",60.8,121.6,2024-12-16 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41245",
"100522","41522","SN07429T","Stiktite Coated Shell Size 56mm","ACETABSH","96","46",60.8,2796.8,2024-12-16 00:00:00.000,1,"SMITH & NEPHEW, INC","41522",
"100487","200113","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","96","47",60.71,2853.37,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100487","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","96","1",60.71,60.71,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100504","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","1",62.85,62.85,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100504","200165","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","47",62.85,2953.95,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100493","200225","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","47",60.58,2847.26,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100493","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","1",60.58,60.58,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100506","200117","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","47",60.71,2853.37,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100506","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","1",60.71,60.71,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100505","200119","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","44",60.71,2671.24,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100502","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","1",60.58,60.58,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100502","200106","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","47",60.58,2847.26,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","",
"100505","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","4",60.71,242.84,2024-12-12 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100482","41497","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","96","3",66.51,199.53,2024-12-11 00:00:00.000,1,"SMITH & NEPHEW, INC","41497",
"100482","41517","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","96","45",66.51,2992.95,2024-12-11 00:00:00.000,1,"SMITH & NEPHEW, INC","41517",
"100456","200121","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","44",60.71,2671.24,2024-12-10 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000693",
"100456","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","4",60.71,242.84,2024-12-10 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41161",
"100421","200064","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","45",62.85,2828.25,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000080",
"100424","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","1",62.85,62.85,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100418","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","4",62.85,251.4,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100418","200076","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","44",62.85,2765.4,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000092",
"100419","200069","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","46",62.85,2891.1,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000085",
"100419","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","2",62.85,125.7,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100420","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","2",62.85,125.7,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100420","200075","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","46",62.85,2891.1,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000091",
"100421","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","3",62.85,188.55,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100424","200073","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","47",62.85,2953.95,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000089",
"100422","200065","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","46",62.85,2891.1,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000081",
"100428","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","3",60.71,182.13,2024-12-05 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100428","200114","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","240","45",60.71,2731.95,2024-12-05 00:00:00.000,0,"SMITH & NEPHEW, INC","U0000000000686",
"100425","41515","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","192","47",66.51,3125.97,2024-12-05 00:00:00.000,0,"SMITH & NEPHEW, INC","41515",
"100425","41215","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","192","1",66.51,66.51,2024-12-05 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41215",
"100422","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","240","2",62.85,125.7,2024-12-05 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100408","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","1",62.85,62.85,2024-12-02 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100408","41317","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","144","47",62.85,2953.95,2024-12-02 00:00:00.000,1,"SMITH & NEPHEW, INC","41317",
"100381","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","528","1",62.85,62.85,2024-11-29 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41306",
"100387","41321","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","192","47",66.51,3125.97,2024-11-29 00:00:00.000,0,"SMITH & NEPHEW, INC","41321",
"100387","41215","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","192","1",66.51,66.51,2024-11-29 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41215",
"100386","41215","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","192","1",66.51,66.51,2024-11-29 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41215",
"100386","41322","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","192","47",66.51,3125.97,2024-11-29 00:00:00.000,0,"SMITH & NEPHEW, INC","41322",
"100385","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","144","3",60.71,182.13,2024-11-29 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100385","200024","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","144","45",60.71,2731.95,2024-11-29 00:00:00.000,0,"SMITH & NEPHEW, INC","U0000000000684",
"100381","200066","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","528","47",62.85,2953.95,2024-11-29 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000082",
"100336","41473","SN07431T","Stiktite Coated Shell Size 60mm","ACETABSH","48","46",68.63,3156.98,2024-11-26 00:00:00.000,1,"SMITH & NEPHEW, INC","41473",
"100338","41496","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","96","46",60.71,2792.66,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","41496",
"100338","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","96","2",60.71,121.42,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100337","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","96","2",60.71,121.42,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100337","41492","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","96","46",60.71,2792.66,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","41492",
"100336","41241","SN07431T","Stiktite Coated Shell Size 60mm","ACETABSH","48","2",68.63,137.26,2024-11-26 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41241",
"100330","41215","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","144","2",66.51,133.02,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41215",
"100330","41502","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","144","46",66.51,3059.46,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","41502",
"100329","41512","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","672","47",63.21,2970.87,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","41512",
"100329","41258","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","672","1",63.21,63.21,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41258",
"100328","200016","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","672","41",63.21,2591.61,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","U0000000000208",
"100328","41258","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","672","7",63.21,442.47,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41258",
"100327","41258","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","672","2",63.21,126.42,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41258",
"100327","200012","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","672","46",63.21,2907.66,2024-11-26 00:00:00.000,0,"SMITH & NEPHEW, INC","U0000000000204",
"100319","200013","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","192","47",63.21,2970.87,2024-11-25 00:00:00.000,1,"SMITH & NEPHEW, INC","U0000000000205",
"100320","41170","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","5",60.58,302.9,2024-11-25 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41170",
"100319","41258","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","192","1",63.21,63.21,2024-11-25 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41258",
"100320","41370","SN07427T","Stiktite Coated Shell Size 52mm","ACETABSH","48","43",60.58,2604.94,2024-11-25 00:00:00.000,1,"SMITH & NEPHEW, INC","41370",
"100281","41497","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","32","32",66.51,2128.32,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","41497",
"100290","41508","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","192","47",63.21,2970.87,2024-11-23 00:00:00.000,1,"SMITH & NEPHEW, INC","41508",
"100290","41258","SN07426T","Stiktite Coated Shell Size 50mm","ACETABSH","192","1",63.21,63.21,2024-11-23 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41258",
"100282","41499","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","144","47",66.51,3125.97,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","41499",
"100282","41497","SN07430T","Stiktite Coated Shell Size 58mm","ACETABSH","144","1",66.51,66.51,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","41497",
"100274","41491","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","384","47",60.71,2853.37,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","41491",
"100273","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","384","1",60.71,60.71,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100273","41495","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","384","47",60.71,2853.37,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","41495",
"100276","41480","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","432","47",62.85,2953.95,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","41480",
"100276","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","432","1",62.85,62.85,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41306",
"100275","41306","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","432","2",62.85,125.7,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41306",
"100275","41478","SN07425T","Stiktite Coated Shell Size 48mm","ACETABSH","432","46",62.85,2891.1,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","41478",
"100274","41161","SN07428T","Stiktite Coated Shell Size 54mm","ACETABSH","384","1",60.71,60.71,2024-11-23 00:00:00.000,0,"SMITH & NEPHEW, INC","MFG-41161",
"100249","41245","SN07429T","Stiktite Coated Shell Size 56mm","ACETABSH","48","1",60.8,60.8,2024-11-22 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41245",
"100249","41463","SN07429T","Stiktite Coated Shell Size 56mm","ACETABSH","48","47",60.8,2857.6,2024-11-22 00:00:00.000,1,"SMITH & NEPHEW, INC","41463",
"100243","41241","SN07431T","Stiktite Coated Shell Size 60mm","ACETABSH","48","1",68.63,68.63,2024-11-21 00:00:00.000,1,"SMITH & NEPHEW, INC","MFG-41241",
"100243","41470","SN07431T","Stiktite Coated Shell Size 60mm","ACETABSH","48","47",68.63,3225.61,2024-11-21 00:00:00.000,1,"SMITH & NEPHEW, INC","41470",
"100240","41462","SN07429T","Stiktite Coated Shell Size 56mm","ACETABSH","144","47",60.8,2857.6,2024-11-21 00:00:00.000,0,"SMITH & NEPHEW, INC","41462",
